,AcresBurned,ArchiveYear,Counties,Extinguished,Location,Name,Started,Severity
1280,34,2018,Alameda,2019-01-04T09:34:00Z,"Patterson Pass Road and Midway Rd, Altamont ",Patterson Fire,2018-07-25T16:05:00Z,8.29E-05
1281,34,2018,Tulare,2019-01-04T09:39:00Z,"Mineral King Rd, Ash Mountain area",Horse Creek Fire,2018-07-19T16:25:00Z,8.29E-05
1282,33,2018,Butte,2019-01-04T09:01:00Z,"Nimshew Rd & Centerville Rd, Magalia",Nimshew Fire,2018-09-24T00:41:00Z,8.04E-05
1283,33,2018,Tehama,2019-01-04T09:46:00Z,"off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff",Lariat Fire,2018-07-14T20:40:00Z,8.04E-05
1284,33,2018,San Bernardino,2019-01-04T09:57:00Z,"Hwy 330 and Old City Creek Rd, Community of Running Springs",Creek Fire,2018-06-30T12:12:00Z,8.04E-05
1285,33,2018,Tulare,2019-01-03T09:44:00Z,"Road 136 and Avenue 440, Community of Orosi",Wilcox Fire,2018-02-18T13:45:00Z,8.04E-05
1286,32,2018,Fresno,2019-01-04T09:47:00Z," Bobs Flat Trail, 3 miles north of Trimmer",Eagle Fire,2018-10-02T15:45:00Z,7.80E-05
1287,32,2018,Riverside,2019-01-04T09:15:00Z,off High Country Drive in Moreno Valley,Country Fire,2018-08-25T11:58:00Z,7.80E-05
1288,32,2018,Lassen,2019-01-04T09:42:00Z,"Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber",3-18 Fire,2018-07-15T16:45:00Z,7.80E-05
1289,32,2018,Lake,2019-01-04T10:05:00Z,"off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake",Creek Fire,2018-06-16T14:04:00Z,7.80E-05
1290,31,2018,Shasta,2019-01-04T09:53:00Z,"off Hwy 299 E and Deschutes Rd, Bella Vista",Vista Fire,2018-07-08T14:41:00Z,7.56E-05
1291,30,2018,Santa Clara,2019-01-04T09:02:00Z,"Quimby Rd & Borden Dr, East San Jose ",Quimby Fire,2018-09-23T16:23:00Z,7.31E-05
1292,30,2018,Contra Costa,2019-01-04T09:17:00Z,"off Highway 4 and Alhambra Ave, Martinez",Alhambra Fire,2018-08-17T19:19:00Z,7.31E-05
1293,30,2018,Alameda,2019-01-04T09:25:00Z,"Welch Creek Rd and Geary Rd., southeast of Sunol",Creek Fire,2018-08-04T17:32:00Z,7.31E-05
1294,30,2018,Riverside,2019-01-04T09:30:00Z,"El Sobrante Road at McAllister Street, Lake Matthews",Sobrante Fire,2018-07-28T15:38:00Z,7.31E-05
1295,30,2018,San Luis Obispo,2019-01-04T09:38:00Z,"off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County)",Rock Fire,2018-07-21T15:50:00Z,7.31E-05
1296,30,2018,Sacramento,2019-01-04T09:58:00Z,"off Grant Line Rd and White Rock Rd, southwest of Folsom",Grant Fire,2018-06-29T15:46:00Z,7.31E-05
1297,30,2018,Fresno,2019-01-03T09:46:00Z,"25th Ave & Ultica Ave, south of Kettleman City",Aqueduct Fire,2018-04-12T14:30:00Z,7.31E-05
1298,28,2018,San Diego,2019-01-04T09:41:00Z,north of the Meixcan border and east of the Otay port of entry,Border Fire,2018-07-17T14:05:00Z,6.83E-05
1299,27,2018,Siskiyou,2019-01-04T10:24:00Z,"off Ager Road, northeast of Montague",Ager Fire,2018-05-19T13:04:00Z,6.58E-05
1300,26,2018,Tulare,2019-01-04T10:24:00Z,"off Road 272 and Avenue 2, east of Delano",White Fire,2018-05-18T11:00:00Z,6.34E-05
1301,25,2018,Riverside,2019-01-04T09:04:00Z,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba ",Soboba Fire,2018-09-14T19:32:00Z,6.09E-05
1302,25,2018,Contra Costa,2019-01-04T10:05:00Z,"off Willow Pass Road at Evora Road, Baypoint",Willow Fire,2018-06-16T15:10:00Z,6.09E-05
1303,25,2018,San Luis Obispo,2019-01-04T10:20:00Z,"Estrella Rd and Airport Rd, North of Paso Robles",Vineyard Fire,2018-05-29T13:11:00Z,6.09E-05
1304,24,2018,Lake,2019-01-04T09:11:00Z,"Kelsey Creek Rd & Conklin Ln, Kelseyville",Kelsey Fire,2018-09-03T13:58:00Z,5.85E-05
1305,23,2018,Riverside,2019-01-04T09:15:00Z,"Hwy 60 and Jack Rabbit Trail, Beaumont",Land Fire,2018-08-22T13:45:00Z,5.61E-05
1306,23,2018,Contra Costa,2019-01-04T10:19:00Z,Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg,Glen Fire,2018-06-02T12:42:00Z,5.61E-05
1307,23,2018,Tehama,2019-01-04T10:19:00Z,"Plymire Rd and Deer Valley Rd, West of Red Bluff ",Plymire Fire,2018-06-01T16:07:00Z,5.61E-05
1308,22,2018,Mariposa,2019-01-04T09:24:00Z,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",Wagner Fire,2018-08-04T13:57:00Z,5.36E-05
1309,21,2018,Riverside,2019-01-03T09:46:00Z,"Tin Mine Rd, north of the Cajalco Expressway",Meadow Fire,2018-04-09T18:18:00Z,5.12E-05
1310,20,2018,Contra Costa,2019-01-04T08:44:00Z,"Off Morgan Territory Rd & Storybook Ln, east of San Ramon",Morgan Fire,2018-11-15T13:31:00Z,4.88E-05
1311,20,2018,Alameda,2019-01-04T08:45:00Z," off Palomares Road Niles Canyon Road, northwest of Sunol",Niles Fire,2018-11-14T14:56:00Z,4.88E-05
1312,20,2018,Santa Clara,2019-01-04T09:33:00Z,"Monterey Road and Church Ave, San Martin",Church Fire,2018-07-25T16:14:00Z,4.88E-05
1313,20,2018,Alameda,2019-01-04T10:04:00Z,"off Vallecitos Road and Little Valley, south of Livermore",Vallecitos Fire,2018-06-17T15:56:00Z,4.88E-05
1314,20,2018,Riverside,2019-01-04T10:06:00Z,"off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga",Bridle Fire,2018-06-14T17:02:00Z,4.88E-05
1315,20,2018,Butte,2019-01-04T10:07:00Z,"off Highway 70 at Table Mountain Road, north of Oroville",70 Fire,2018-06-14T15:18:00Z,4.88E-05
1316,20,2018,Los Angeles,2019-01-04T10:07:00Z,off Westwanda Drive and Benedict Canyon Drive,Portola Fire ,2018-06-12T14:56:00Z,4.88E-05
1317,20,2018,Plumas,2019-01-04T10:27:00Z,"Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot",French Fire,2018-04-26T15:00:00Z,4.88E-05
1318,18,2018,San Diego,2019-01-04T10:26:00Z,"De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base",Jacques Fire,2018-05-09T22:00:00Z,4.39E-05
1319,18,2018,Riverside,2019-01-03T13:10:00Z,"Via Del Lago and Alta Calle, Lake Perris, Moreno Valley",Lago Fire,2018-04-22T13:35:00Z,4.39E-05
1320,17,2018,Santa Cruz,2019-01-04T08:50:00Z,"off Highway 9 and Rincon Crossing, north of Santa Cruz  ",Rincon Fire,2018-11-03T21:28:00Z,4.14E-05
1321,17,2018,Amador,2019-01-04T10:05:00Z,"off China Gulch Road and Comanche Parkway North, Jackson Valley",China Fire,2018-06-17T13:58:00Z,4.14E-05
1322,17,2018,Riverside,2019-01-04T10:17:00Z,"Highway 74 and Ethanac Rd, City of Perris",Ethanac Fire,2018-06-03T14:17:00Z,4.14E-05
1323,16,2018,Nevada,2019-01-04T09:19:00Z,"off Oak Lane and Buck Mountain Road, south of Grass Valley",Oak Fire,2018-08-12T14:20:00Z,3.90E-05
1324,16,2018,Humboldt,2019-01-04T09:43:00Z,Highway 169 in Pecwan,Johnson Fire,2018-07-15T16:14:00Z,3.90E-05
1325,16,2018,Santa Clara,2019-01-04T10:22:00Z,"Keeler Court and Santa Teresa Blvd., south of San Jose",Keeler Fire,2018-05-27T17:05:00Z,3.90E-05
1326,15,2018,Siskiyou,2019-01-04T08:55:00Z,1 mile northwest of Iron Gate Dam,Iron Gate Fire,2018-10-10T21:50:00Z,3.66E-05
1327,15,2018,Modoc,2019-01-04T09:11:00Z,"East of Essex Reservoir, northeast of Canby.",Essex Fire,2018-09-02T14:53:00Z,3.66E-05
1328,15,2018,Riverside,2019-01-04T10:26:00Z,"Hwy 79 & Woodchuck Road, Temecula",Woodchuck Fire,2018-05-04T18:53:00Z,3.66E-05
1329,15,2018,Riverside,2019-01-03T09:46:00Z,"Tyler Street and Vista Del Sur, Coachella, City of Coachella",Tyler Fire,2018-04-15T04:38:00Z,3.66E-05
1330,14,2018,San Diego,2019-01-04T09:24:00Z,"off Old Julian Highway and Creek Hollow, west of Ramona",Casner Fire,2018-08-06T10:31:00Z,3.41E-05
1331,14,2018,San Luis Obispo,2019-01-04T09:41:00Z,"off Gage Irving Road, South Lake Nacimiento",Camp Fire,2018-07-17T11:13:00Z,3.41E-05
1332,14,2018,Lassen,2019-01-04T09:45:00Z,"off Homestead Ranch Road, southeast of Doyle ",3-2 Fire,2018-07-14T15:00:00Z,3.41E-05
1333,14,2018,Yolo,2019-01-04T10:20:00Z,"County Road 25 and County Road 86A, community of Madison north of Winters       ",Madison FIre,2018-06-01T13:31:00Z,3.41E-05
1334,13,2018,Shasta,2019-01-04T09:08:00Z,"Ranchera Road and Hill Boulevard, Shasta Lake City",Ranchera Fire,2018-09-04T14:43:00Z,3.17E-05
1335,13,2018,San Diego,2019-01-04T09:39:00Z,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",Cinnamon Fire,2018-07-20T13:07:00Z,3.17E-05
1336,13,2018,Fresno,2019-01-04T10:18:00Z,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",Coldwell Fire,2018-06-02T09:55:00Z,3.17E-05
1337,12,2018,Shasta,2019-01-04T08:54:00Z,"Cloverdale & Clear Creek, Near the community of Igo",Tower Fire,2018-10-14T06:45:00Z,2.93E-05
1338,12,2018,El Dorado,2019-01-04T09:03:00Z,Meyers Rd in Camino,Meyers Fire,2018-09-20T12:39:00Z,2.93E-05
1339,12,2018,San Bernardino,2019-01-04T09:47:00Z,Muscoy,Gray Fire,2018-07-13T14:32:00Z,2.93E-05
1340,12,2018,Madera,2019-01-04T09:50:00Z,"in the area of Road 230 and Road 225, North Fork",School Fire,2018-07-10T17:31:00Z,2.93E-05
1341,12,2018,Marin,2019-01-04T10:09:00Z,"Mission Avenue and C Street, City of San Rafael",Mission Fire,2018-06-09T15:30:00Z,2.93E-05
1342,12,2018,San Diego,2019-01-04T10:11:00Z,"Vista Del Lago/Via Ranchitos, Fallbrook",Vista Fire,2018-06-05T13:45:00Z,2.93E-05
1343,12,2018,Siskiyou,2019-01-04T10:13:00Z,"Meamber Creek Road, 8 miles west of Fort Jones",Meamber Fire,2018-06-04T15:08:00Z,2.93E-05
1344,12,2018,San Luis Obispo,2019-01-04T10:17:00Z,"Lake Nacimiento, 10 miles west of Paso Robles",Resort Fire,2018-06-03T16:11:00Z,2.93E-05
1345,12,2018,Napa,2019-01-04T10:23:00Z,"American Canyon Rd, East of American Canyon",Bellagio Fire,2018-05-21T11:56:00Z,2.93E-05
1346,12,2018,Alameda,2019-01-04T10:25:00Z,"Grant Line Road and I-580, east of Livermore",Grant Fire,2018-05-14T13:06:00Z,2.93E-05
1347,12,2018,San Diego,2019-01-04T10:25:00Z,"Volcan Road and Farmer Road, north of the community of Julian",Volcan Fire,2018-05-10T20:41:00Z,2.93E-05
1348,11,2018,Butte,2019-01-04T09:51:00Z,"south of Rich Gulch, near Lake Oroville",Dark Fire,2018-07-10T12:42:00Z,2.68E-05
1349,11,2018,Madera,2019-01-04T09:52:00Z,"Cornerstone Court, Yosemite Lakes",Cornerstone Fire,2018-07-09T17:54:00Z,2.68E-05
1350,11,2018,Riverside,2019-01-04T10:18:00Z,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",Grande Fire,2018-06-03T13:38:00Z,2.68E-05
1351,11,2018,Shasta,2019-01-03T09:45:00Z,"Rock Creek Rd, SE of Shingletown",Rock Fire,2018-03-27T16:20:00Z,2.68E-05
1352,10,2018,Santa Cruz,2019-01-04T08:44:00Z,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",Bear Fire ,2018-11-16T11:01:00Z,2.44E-05
1353,10,2018,Humboldt,2019-01-04T08:46:00Z,off Highway 299 in the area of Green Hill,Green Hill Fire,2018-11-12T17:39:00Z,2.44E-05
1354,10,2018,Butte,2019-01-04T08:52:00Z,"Upper Powellton Rd and Skyway, north of Stirling City",Powellton Fire,2018-10-15T11:57:00Z,2.44E-05
1355,10,2018,Riverside,2019-01-04T09:16:00Z,off Scenic View Drive and Keller Road,Keller Fire,2018-08-19T15:55:00Z,2.44E-05
1356,10,2018,Napa,2019-01-04T09:20:00Z,Napa Vallejo Highway and Syar Industrial Way,Syar Fire,2018-08-09T14:21:00Z,2.44E-05
1357,10,2018,Siskiyou,2019-01-04T09:40:00Z,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",Lott Fire,2018-07-17T19:03:00Z,2.44E-05
1358,10,2018,San Diego,2019-01-04T09:55:00Z,off Highway 94 and Community Building Road near Dulzura,Building Fire,2018-07-06T10:11:00Z,2.44E-05
1359,10,2018,Butte,2019-01-04T09:58:00Z,"at the Llano Seco Ranch, south of Chico",Llano Fire,2018-06-29T11:44:00Z,2.44E-05
1360,10,2018,San Luis Obispo,2019-01-04T10:03:00Z,"Suey Creek Road & Crystal Springs, east of Nipomo",Creek Fire,2018-06-21T16:45:00Z,2.44E-05
1361,10,2018,Monterey,2019-01-04T10:04:00Z,"Ranchita Canyon Road, southwest of the town of Parkfield",Ranchita Fire,2018-06-19T16:06:00Z,2.44E-05
1362,10,2018,Sonoma,2019-01-04T10:12:00Z,"Hwy 12 and Broadway, Schellville ",Pallet Fire,2018-06-05T13:03:00Z,2.44E-05
1363,10,2018,San Diego,2019-01-04T10:16:00Z,"Greenwick Rd and Brabham St, Community of Rancho San Diego",Green Fire,2018-06-03T18:23:00Z,2.44E-05
1364,10,2018,Tehama,2019-01-04T10:18:00Z,Black Butte Lake and Newville Road west of Orland,Black Fire,2018-06-03T08:55:00Z,2.44E-05
1365,10,2018,Riverside,2019-01-04T10:18:00Z,"Calle Jardin  and Calle Uva, Temecula",Jardin Fire,2018-06-02T15:53:00Z,2.44E-05
1366,10,2018,Riverside,2019-01-04T10:21:00Z,"Highway 86 Expressway and Avenue 70, Thermal",70th Fire,2018-05-28T07:23:00Z,2.44E-05
1371,1806,2019,Ventura,2019-11-02T18:57:00Z,"West Easy Street and West Los Angeles Avenue, Simi Valley",Easy Fire,2019-10-30T07:45:14Z,0.00440272
1372,1300,2019,Mariposa,,"Mt Gaines Rd and Bear Valley Rd, Bear Valley",Gaines Fire,2019-08-16T14:11:02Z,0.003169178
1373,1011,2019,Riverside,,Calimesa Boulevard and Sandalwood Drive,Sandalwood Fire,2019-10-10T15:38:44Z,0.002464645
1374,605,2019,Tehama,2019-10-28T07:22:00Z,"Gyle Road and Long Dirt Road, Northwest of Corning",Rawson Fire,2019-10-27T02:47:20Z,0.001474887
1375,494,2019,Riverside,2019-11-02T18:44:00Z,"Granite Hill and Pyrite Street, in Jurupa Valley ",Hill Fire ,2019-10-30T11:19:00Z,0.001204288
1376,355,2019,Placer,,"Foothills and McAnally Drive, northwest of Roseville",Foothills Fire,2019-11-25T12:39:44Z,0.000865429
1377,289,2019,Monterey,2019-10-11T07:30:00Z,Indian Valley Road and Monterey County Line near Camp Robert's,Cross Fire,2019-10-09T06:52:14Z,0.000704533
1378,289,2019,San Luis Obispo,2019-10-11T07:30:00Z,Indian Valley Road and Monterey County Line near Camp Robert's,Cross Fire,2019-10-09T06:52:14Z,0.000704533
1379,149,2019,Mariposa,," Old Hwy and Guadalupe, East of Mariposa",Valley Fire,2019-07-21T12:01:40Z,0.000363237
1380,137,2019,Fresno,2019-10-19T15:00:00Z,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",Mud Fire ,2019-10-18T12:17:32Z,0.000333983
1381,107,2019,Lassen,,"Pittville Road and Sheep Flat Road, southeast of Fall River Mills",3-2 Willow (Previously H-1 Fire),2019-08-07T18:48:57Z,0.000260848
1382,75,2019,Riverside,2019-10-12T17:22:00Z,"Wolfskill Truck Road near Silver Creek Drive, south of Banning",Wolf Fire,2019-10-10T18:36:46Z,0.000182837
1383,40,2019,Contra Costa,2019-10-10T12:00:00Z,"Merrill Circle N and Merrill Dr, Moraga",Merrill Fire,2019-10-10T06:42:19Z,9.75E-05
1384,37,2019,San Diego,2019-10-27T18:05:00Z,"Miller Lane and Cole Grade Lane, North of Valley Center ",Miller Fire,2019-10-25T15:05:52Z,9.02E-05
1385,35,2019,Alameda,2019-10-27T13:55:00Z,"Mines Rd and Del Valle Rd, southeast of Livermore",Mines Fire,2019-10-24T23:16:18Z,8.53E-05
1386,35,2019,Stanislaus,2019-07-18T10:29:00Z,"Frank Raines Park on Del Puerto Canyon Road, west of Patterson",Rains Fire,2019-07-18T09:07:57Z,8.53E-05
1387,30,2019,Shasta,,"Blue Horse Rd and Saddle Trail, 2 miles NW of Olinda",Horse Fire,2019-07-12T19:08:54Z,7.31E-05
1388,27,2019,Calaveras,2019-07-20T08:56:00Z,near the Whiskey Creek Day Use area of New Hogan Lake,Whiskey Fire,2019-07-18T18:31:00Z,6.58E-05
1389,26,2019,San Bernardino,2019-08-04T06:39:00Z,Off La Barisa Dr & Hwy 247 in Landers,La Barisa Fire,2019-08-03T17:22:51Z,6.34E-05
1390,25,2019,San Diego,2019-07-18T15:58:00Z,Off Vista De La Montana in the Dehesa area,Vista Fire,2019-07-17T17:42:04Z,6.09E-05
1391,22,2019,El Dorado,2019-09-29T21:35:00Z,Chaparral Drive and Latrobe Road in Latrobe,Chaparral Fire,2019-09-29T21:44:45Z,5.36E-05
1392,22,2019,Alameda,2019-07-12T19:20:00Z,"patterson pass and mid way, eastern",Mid Fire,2019-07-12T18:40:09Z,5.36E-05
1393,15,2019,Contra Costa,,"San Pablo Ave and Cummings Skyway, Crockett",Nustar Fire,2019-10-15T16:17:18Z,3.66E-05
1394,12,2019,Riverside,2019-08-27T08:54:00Z,"near the intersection of Sage Road and Highway 79, in Aguanga",Sage Fire,2019-08-27T11:33:56Z,2.93E-05
1395,10,2019,Mendocino,,"Highway 101 south of Sloan and Old Sherwood Road in Willits, California",Wilson Fire,2019-10-04T18:38:09Z,2.44E-05
1396,10,2019,Santa Cruz,2019-09-06T19:48:00Z,"Deer Creek Road and Rons Road, northeast of Boulder Creek",Deer Fire,2019-09-03T15:36:45Z,2.44E-05
1397,77758,2019,Sonoma,2019-11-06T19:00:00Z,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",Kincade Fire,2019-10-23T21:27:00Z,0.189560728
1398,54612,2019,Plumas,,"Indian Creek and Beckworth Genesee Road, east of Genesee",Walker Fire,2019-09-04T15:17:31Z,0.133134732
1399,14217,2019,Modoc,2019-08-11T12:16:00Z,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",Tucker Fire,2019-07-28T15:58:00Z,0.034658619
1400,10296,2019,Inyo,2019-11-21T16:09:00Z,south west of Big Pine and north west of Aberdeen,Taboose Fire,2019-09-06T12:43:35Z,0.02509989
1401,9999,2019,Ventura,2019-11-06T18:00:00Z,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",Maria Fire ,2019-10-31T20:58:28Z,0.024375855
1402,8838,2019,Tehama,2019-09-13T19:00:00Z,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",Red Bank Fire,2019-09-05T13:19:56Z,0.021545535
1403,8799,2019,Los Angeles,2019-10-31T09:10:00Z,"Saddle Ridge Rd, Sylmar",Saddle Ridge Fire,2019-10-10T21:02:00Z,0.02145046
1404,5737,2019,Modoc,2019-09-13T07:19:00Z,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",Lone Fire,2019-09-06T11:34:27Z,0.013985826
1405,5563,2019,Mariposa,,Highway 140 and Briceburg Bridge Road north of Midpines ,Briceburg Fire,2019-10-06T16:15:12Z,0.013561644
1406,5332,2019,Tehama,2019-12-02T16:12:00Z,"Southeast aspect of Tomhead Mountain, South of Platina",South Fire,2019-09-05T19:59:46Z,0.012998506
1407,4840,2019,Mono,,"southeast of Lee Vining, CA",Springs Fire,2019-09-06T11:24:11Z,0.011799094
1408,4615,2019,Los Angeles,,"Tick Canyon Rd and Summit Knoll Rd, Canyon Country",Tick Fire,2019-10-24T14:51:46Z,0.011250582
1409,3435,2019,El Dorado,,Northern ridge above Caples Creek north of Highway 88,Caples Fire,2019-10-11T12:47:59Z,0.008373944
1410,3380,2019,Lassen,2019-09-04T16:22:00Z,"Hagata Canyon, east of Eagle Lake",R-1 Fire,2019-08-28T19:48:14Z,0.008239863
1411,3126,2019,Santa Barbara,2019-12-14T08:22:00Z,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,Cave Fire (No Longer a CAL FIRE Incident),2019-11-25T19:59:12Z,0.007620654
1412,2546,2019,Monterey,2019-06-26T18:02:00Z,"Lonoak Rd & Airline Hwy, East of King City  ",Lonoak Fire,2019-06-26T09:18:22Z,0.006206713
1413,2534,2019,Tehama,2019-11-14T18:02:00Z,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",Ranch Fire,2019-11-03T14:16:17Z,0.006177459
1414,2512,2019,Yolo,2019-06-17T10:40:00Z,Guinda,Sand Fire,2019-06-08T14:50:00Z,0.006123827
1415,2500,2019,Kern,2019-05-09T09:37:00Z,"off Twisselmen Road, in the Kern National Wildlife Refuge,15 miles west of Delano",Refuge Fire,2019-05-07T15:47:00Z,0.006094573
1416,2438,2019,Lassen,2019-08-27T09:01:00Z,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",Long Valley Fire ,2019-08-24T17:25:04Z,0.005943428
1417,2422,2019,Stanislaus,2019-06-27T19:06:00Z,"Del Puerto Canyon Rd, east of Patterson  ",Rock Fire,2019-06-26T08:54:24Z,0.005904422
1418,1975,2019,Inyo,2019-11-21T16:08:00Z,"Golden Trout Wilderness, Inyo National Forest",Cow Fire,2019-09-06T12:23:00Z,0.004814713
1419,1926,2019,Riverside,2019-09-14T19:00:00Z,"Tenaja Road and Clinton Keith Road, in La Cresta",Tenaja,2019-09-04T16:43:36Z,0.004695259
1420,1872,2019,Siskiyou,,"Ash Creek and Highway 96, Southwest of Hornbrook",Lime Fire,2019-09-07T08:36:32Z,0.004563616
1421,1764,2019,San Luis Obispo,2019-06-24T10:25:00Z,"Highway 46 East and McMillan Canyon Road, North of Shandon",McMillan Fire,2019-06-12T12:48:00Z,0.004300331
1422,1507,2019,Mexico,2019-08-17T14:30:00Z,"City of Tecate, southeast of San Diego ",Border 8 Fire,2019-08-16T06:14:55Z,0.003673809
1423,1350,2019,Sutter,2019-06-17T15:16:00Z,"North Butte Rd & West Butte Rd, northeast of Colusa",West Butte Fire,2019-06-08T14:37:00Z,0.00329107
1424,1301,2019,State of Oregon,2019-08-18T16:33:00Z,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",Ward Fire,2019-08-09T23:08:25Z,0.003171616
1425,1165,2019,State of Nevada,2019-07-16T08:50:00Z,"Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada",Jasper Fire,2019-07-13T18:42:22Z,0.002840071
1426,1127,2019,San Luis Obispo,2019-06-11T14:49:00Z,"off Highway 58 and Boulder Creek Road, California Valley",Boulder Fire,2019-06-05T10:49:00Z,0.002747434
1427,1020,2019,Lassen,2019-08-11T11:35:00Z,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",W1 McDonald Fire,2019-08-08T18:42:41Z,0.002486586
1428,974,2019,San Luis Obispo,2019-07-09T18:22:00Z,Gillis Canyon and South East of Shandon,Gillis Fire,2019-07-08T16:44:08Z,0.002374446
1429,835,2019,San Luis Obispo,2019-06-03T08:44:00Z,"Belmont & Costa Mesa Rd, In California Valley",Belmont Fire,2019-05-29T17:10:00Z,0.002035587
1430,757,2019,Contra Costa,2019-08-06T18:42:00Z,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",Marsh Complex,2019-08-03T03:16:00Z,0.001845437
1431,756,2019,Tulare,,"Dry Creek Dr and Lomitas Drive, east of Woodlake",Creek Fire,2019-08-31T15:31:59Z,0.001842999
1432,745,2019,Los Angeles,2019-11-05T17:30:00Z,East Sepulveda Blvd and I-405 near Los Angeles City ,Getty Fire ,2019-10-28T06:46:55Z,0.001816183
1433,703,2019,Mendocino,2019-11-03T18:52:00Z,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",Burris Fire,2019-10-27T14:54:40Z,0.001713794
1434,604,2019,Placer,,"Baseline Road and Country Acres Lane, north of Rio Linda ",Baseline Fire ,2019-09-20T15:02:08Z,0.001472449
1435,600,2019,Shasta,2019-08-26T17:00:00Z,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",Mountain Fire,2019-08-22T11:02:09Z,0.001462698
1436,600,2019,Stanislaus,2019-06-11T17:14:00Z,"Interstate 5 and Pete Miller Road, southwest of Newman",Stuhr Fire,2019-06-07T16:55:00Z,0.001462698
1437,526,2019,Napa,2019-10-07T18:34:00Z,"American Canyon and Highway 80, east of American Canyon",American Fire,2019-10-06T16:36:50Z,0.001282298
1438,525,2019,Riverside,2019-06-24T11:43:00Z,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",Jerry Fire,2019-06-21T13:02:00Z,0.00127986
1439,520,2019,Riverside,,"Horseshoe Trail and Stagecoach Road, Juniper Flats",Horseshoe Fire ,2019-09-14T17:53:00Z,0.001267671
1440,496,2019,Butte,2019-09-13T19:00:00Z,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",Swedes Fire,2019-09-07T15:06:00Z,0.001209163
1441,448,2019,San Diego,2019-08-03T09:10:00Z,"Off Airway Road and Caliente Ave, in San Ysidro ",Caliente Fire,2019-08-01T14:53:15Z,0.001092148
1442,448,2019,Kern,,"near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela",Mesa Fire ,2019-07-31T17:13:53Z,0.001092148
1443,423,2019,Mariposa,,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",Hunter Fire,2019-08-15T15:15:56Z,0.001031202
1444,420,2019,Santa Barbara,2019-10-21T06:00:00Z,Calle Real & Hwy 101 west of El Capitan ,Real Fire,2019-10-17T16:31:00Z,0.001023888
1445,381,2019,Tulare,,Northeast of Broder Meadow,Broder Fire,2019-09-06T12:39:18Z,0.000928813
1446,350,2019,Riverside,2019-10-13T07:30:00Z,"Reche Canyon Rd and Jordan Dr, Moreno Valley",Reche Fire,2019-10-10T14:18:17Z,0.00085324
1447,328,2019,Riverside,2019-11-03T16:15:00Z,"5300 block of 46th Street, East Jurupa Valley ",46 Fire,2019-10-31T06:22:34Z,0.000799608
1448,316,2019,Monterey,,"near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ",Lake Fire,2019-07-29T15:43:48Z,0.000770354
1449,300,2019,Butte,2019-09-28T18:40:00Z,"Off of Hwy 99 and Hwy 149, Southeast of Chico",Hwy Fire,2019-09-28T17:48:10Z,0.000731349
1450,283,2019,San Joaquin,2019-07-05T07:50:00Z,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",Hollow Fire,2019-07-03T15:34:12Z,0.000689906
1451,280,2019,Trinity,2019-09-12T10:08:00Z,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",Rams Horn Fire,2019-09-07T08:49:58Z,0.000682592
1452,280,2019,Monterey,2019-08-12T08:20:00Z,"In Los Padres National Forest, West of Fort Hunter Liggett ",Mill Fire,2019-07-30T13:28:17Z,0.000682592
